Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category,Tags
04/15/2023,TURKEY HILL #0294 95MECHANICSBURG       PA,39.03,"00571200007 7172998908
TURKEY HILL #0294 950294101
MECHANICSBURG
PA
Description : AUTOMATED FUEL Price : 0.3903
7172998908",TURKEY HILL #0294 95MECHANICSBURG       PA,6708 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231060222074919',Transportation-Fuel,
04/14/2023,"GITHUB, INC.        SAN FRANCISCO       CA",16.00,"NT_NIGMTFTA +14255384271
GITHUB, INC.
SAN FRANCISCO
CA
+14255384271","GITHUB, INC.        SAN FRANCISCO       CA",88 COLIN P KELLY JR ST,"SAN FRANCISCO
CA",94107,UNITED STATES,'320231040167325317',Merchandise & Supplies-Computer Supplies,
04/14/2023,MOBILE PAYMENT - THANK YOU,-2503.48,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320231040165090334',,
04/13/2023,BRITBOX             NEW YORK            NY,8.47,"######IQPHW CABLE & PAY TV
BRITBOX
NEW YORK
NY
CABLE & PAY TV",BRITBOX             NEW YORK            NY,"5TH FLOOR
1120 AVE OF THE AMERICAS","NEW YORK
NY",10036,UNITED STATES,'320231040181196982',Other-Miscellaneous,
04/12/2023,GODADDY.COM         480-505-8855        AZ,20.17,"2536463466 GODADDY.COM
COM Domain Name Renewal - 1 Year recur
GODADDY.COM
480-505-8855
AZ
COM Domain Name Renewal - 1 Year recur
GODADDY.COM",GODADDY.COM         480-505-8855        AZ,2155 EAST GODADDY WAY,"TEMPE
AZ",85284,UNITED STATES,'320231030151680585',Other-Miscellaneous,
04/12/2023,TWILIO INC          SAN FRANCISCO       CA,10.23,"NT_NHRH9VT5 +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231030142774398',Merchandise & Supplies-Internet Purchase,
04/11/2023,AMAZON MARKEPLACE NA PA,74.18,"26CWDWUTKW3 BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231010101770596',Merchandise & Supplies-Internet Purchase,
04/11/2023,KARNS QUALITY FOODS MECHANICSBURG       PA,30.00,"000971405   7179016967
KARNS QUALITY FOODS 000000000692044
MECHANICSBURG
PA
7179016967",KARNS QUALITY FOODS MECHANICSBURG       PA,4870 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231020130462951',Merchandise & Supplies-Groceries,
04/11/2023,SLACK T020G8G849M   SAN FRANCISCO       CA,36.80,"NT_NH3CAODK +14155799153
SLACK T020G8G849M
SAN FRANCISCO
CA
+14155799153",SLACK T020G8G849M   SAN FRANCISCO       CA,"155 5TH ST
6TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,'320231010103685972',Merchandise & Supplies-Computer Supplies,
04/11/2023,TWILIO INC          SAN FRANCISCO       CA,10.03,"NT_NHVPHJTW +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231030144331824',Merchandise & Supplies-Internet Purchase,
04/10/2023,LOWE'S              MECHANICSBURG       PA,303.14,"INV # 81587 717-610-9230
LOWE'S
MECHANICSBURG
PA
717-610-9230",LOWE'S              MECHANICSBURG       PA,5500 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231000078967260',Merchandise & Supplies-Hardware Supplies,
04/10/2023,TURKEY HILL #0294 95MECHANICSBURG       PA,63.62,"00521100004 7172998908
TURKEY HILL #0294 950294101
MECHANICSBURG
PA
Description : AUTOMATED FUEL Price : 0.6362
7172998908",TURKEY HILL #0294 95MECHANICSBURG       PA,6708 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231010106432809',Transportation-Fuel,
04/08/2023,GIANT FOOD          MECHANICSBURG       PA,14.11,"843704     15               17050
GIANT FOOD
MECHANICSBURG
PA
15               17050",GIANT FOOD          MECHANICSBURG       PA,"6560 CARLISLE PIKE
STE 100","MECHANICSBURG
PA",17050-8252,UNITED STATES,'320230980038110888',Merchandise & Supplies-Groceries,
04/06/2023,GRASSHOPPER.COM     LOGMEIN.COM         MA,27.69,"96878408PG2 ONLINE SERVI
GRASSHOPPER.COM
LOGMEIN.COM
MA
ONLINE SERVI",GRASSHOPPER.COM     LOGMEIN.COM         MA,320 SUMMER ST,"BOSTON
MA",02210,UNITED STATES,'320230960003481760',Merchandise & Supplies-Internet Purchase,
04/06/2023,TWILIO INC          SAN FRANCISCO       CA,10.11,"NT_NFNL7EJY +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230980035071239',Merchandise & Supplies-Internet Purchase,
04/05/2023,TWILIO INC          SAN FRANCISCO       CA,10.51,"NT_NFJOQ2LY +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230960999834547',Merchandise & Supplies-Internet Purchase,
04/05/2023,TWILIO SENDGRID     SAN FRANCISCO       CA,19.95,"NT_NEUTZDST +18778894546
TWILIO SENDGRID
SAN FRANCISCO
CA
+18778894546",TWILIO SENDGRID     SAN FRANCISCO       CA,101 SPEAR ST,"SAN FRANCISCO
CA",94105,UNITED STATES,'320230950944393658',Merchandise & Supplies-Computer Supplies,
04/04/2023,AMAZON.COM          AMZN.COM/BILL       WA,57.01,"3QWEME6VAG6 MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230940918748662',Merchandise & Supplies-Internet Purchase,
04/04/2023,GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,2.11,"A0P3IMNX    DIGITAL GOODS: APPS
GOOGLE *GOOGLE STORAGE
G.CO/HELPPAY#
CA
DIGITAL GOODS: APPS",GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320230960986332747',Business Services-Internet Services,
04/04/2023,"MIXPANEL, INC.      SAN FRANCISCO       CA",38.16,"NT_NECFQSFP 9492326176
MIXPANEL, INC.
SAN FRANCISCO
CA
9492326176","MIXPANEL, INC.      SAN FRANCISCO       CA","ONE FRONT ST
FLOOR 28","SAN FRANCISCO
CA",94111,UNITED STATES,'320230940938817879',Merchandise & Supplies-Computer Supplies,
04/04/2023,TWILIO INC          SAN FRANCISCO       CA,10.02,"NT_NEZTGWOD +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230960998005489',Merchandise & Supplies-Internet Purchase,
04/03/2023,PAYPAL *GITHUB INC  4154486673          CA,4.00,"10118658132 4154486673
PAYPAL *GITHUB INC
4154486673
CA
Description : SOFTWARE Price : 0.00
4154486673",PAYPAL *GITHUB INC  4154486673          CA,88 COLIN P KELLY JR,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230940934675172',Merchandise & Supplies-Computer Supplies,
04/03/2023,PAYPAL *MANTISTECHL 6307300599          IL,127.11,"10118659767 6307300599
PAYPAL *MANTISTECHL
6307300599
IL
Description : GENERAL ELECTRONIC Price : 0.00
6307300599",PAYPAL *MANTISTECHL 6307300599          IL,248 FOSTER DR,"OSWEGO
IL",605,UNITED STATES,'320230940936406867',Merchandise & Supplies-Electronics Stores,
04/03/2023,TWILIO INC          SAN FRANCISCO       CA,10.06,"NT_NEYW7SXD +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230940919125324',Merchandise & Supplies-Internet Purchase,
04/01/2023,AplPay SHEETZ       MIFFLINTOWN         PA,25.52,"000446511   000-0000000
AplPay SHEETZ
MIFFLINTOWN
PA
Description : FUEL Price : 0.2552
000-0000000",AplPay SHEETZ       MIFFLINTOWN         PA,HC 63 BOX 64,"MIFFLINTOWN
PA",17059-9013,UNITED STATES,'320230920890976651',Transportation-Fuel,
04/01/2023,AplPay SHEETZ 2562  CENTRE HALL         PA,28.88,"000773766   000-0000000
AplPay SHEETZ 2562   025627 49800025627
CENTRE HALL
PA
Description : FUEL Price : 0.2888
000-0000000",AplPay SHEETZ 2562  CENTRE HALL         PA,106 SAVANNAH LN,"CENTRE HALL
PA",16828,UNITED STATES,'320230920891471586',Transportation-Fuel,
04/01/2023,CLEARME.COM *CLEAR  855-253-2763        NY,189.00,"P-21718485  855-253-2763
CLEARME.COM *CLEAR
855-253-2763
NY
855-253-2763",CLEARME.COM *CLEAR  855-253-2763        NY,"65 EAST 55TH ST
16TH FLOOR","NEW YORK
NY",10022,UNITED STATES,'320230920882055811',Business Services-Professional Services,
04/01/2023,GOOGLE *GSUITE_FROSTCC@GOOGLE.COM       CA,25.44,"A0P1PIRR    DIGITAL GOODS: APPS
GOOGLE *GSUITE_FROSTSQ
CC@GOOGLE.COM
CA
DIGITAL GOODS: APPS",GOOGLE *GSUITE_FROSTCC@GOOGLE.COM       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320230910855416946',Business Services-Advertising Services,
04/01/2023,GOOGLE*CLOUD ZS4DHD MOUNTAIN VIEW       CA,330.94,"A9807612250 ADVERTISING SERVICE
GOOGLE*CLOUD ZS4DHD
MOUNTAIN VIEW
CA
ADVERTISING SERVICE",GOOGLE*CLOUD ZS4DHD MOUNTAIN VIEW       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320230910851110592',Business Services-Advertising Services,
04/01/2023,GOOGLE*GSUITE_1MARK.MOUNTAIN VIEW       CA,57.24,"A7875966920 ADVERTISING SERVICE
GOOGLE*GSUITE_1MARK.WORK
MOUNTAIN VIEW
CA
ADVERTISING SERVICE",GOOGLE*GSUITE_1MARK.MOUNTAIN VIEW       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320230910856366946',Business Services-Advertising Services,
04/01/2023,GOOGLE*GSUITE_BRKCONMOUNTAIN VIEW       CA,12.72,"A1999797103 ADVERTISING SERVICE
GOOGLE*GSUITE_BRKCONCEPTS.COM
MOUNTAIN VIEW
CA
ADVERTISING SERVICE",GOOGLE*GSUITE_BRKCONMOUNTAIN VIEW       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320230910856491765',Business Services-Advertising Services,
03/31/2023,HAMPTON INNS - LAMARMILL HALL           PA,243.79,"313268      570-726-3939
LODGING
HAMPTON INNS - LAMAR HAMPTON INNS -
MILL HALL
PA",HAMPTON INNS - LAMARMILL HALL           PA,"24 HOSPITALITY LANE
-","MILL HALL
PA",17751,UNITED STATES,'320230900830489682',Travel-Lodging,
03/31/2023,TWILIO INC          SAN FRANCISCO       CA,10.11,"NT_ND61URU6 +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230920870460829',Merchandise & Supplies-Internet Purchase,
03/30/2023,PAYPAL *WSJ/BARRON  6095140870          NY,8.00,"10118338822 6095140870
PAYPAL *WSJ/BARRON
6095140870
NY
Description : DIGITAL APPLICATION Price : 0.00
6095140870",PAYPAL *WSJ/BARRON  6095140870          NY,1211 AVE OF THE AMERICAS FL 5,"NEW YORK
NY",10036,UNITED STATES,'320230900839648424',Merchandise & Supplies-Internet Purchase,
03/29/2023,AplPay SHEETZ       STATE COLLEGE       PA,1.05,"000825628   000-0000000
AplPay SHEETZ
STATE COLLEGE
PA
Description : MERCHANDISE Price : 0.0105
000-0000000",AplPay SHEETZ       STATE COLLEGE       PA,765 BENNER PIKE,"STATE COLLEGE
PA",16801,UNITED STATES,'320230890820829133',Merchandise & Supplies-Groceries,
03/29/2023,Wegmans             State College       PA,2.39,"W09808201828009346267
Wegmans
State College
PA
8009346267",Wegmans             State College       PA,345 COLONNADE BLVD,"STATE COLLEGE
PA",16803,UNITED STATES,'320230890810194704',Merchandise & Supplies-Groceries,
03/28/2023,AplPay SHEETZ       MIFFLINTOWN         PA,35.80,"000758545   000-0000000
AplPay SHEETZ
MIFFLINTOWN
PA
Description : FUEL Price : 0.358
000-0000000",AplPay SHEETZ       MIFFLINTOWN         PA,HC 63 BOX 64,"MIFFLINTOWN
PA",17059-9013,UNITED STATES,'320230880797725152',Transportation-Fuel,
03/28/2023,AplPay SHEETZ 0193  MIFFLINTOWN         PA,4.23,"000760899   000-0000000
AplPay SHEETZ 0193   001933 49800001933
MIFFLINTOWN
PA
Description : MERCHANDISE Price : 0.0423
000-0000000",AplPay SHEETZ 0193  MIFFLINTOWN         PA,HC 63 BOX 64,"MIFFLINTOWN
PA",17059,UNITED STATES,'320230880797729627',Merchandise & Supplies-Groceries,
03/28/2023,SLACK TFJ24LW3D     SAN FRANCISCO       CA,9.28,"NT_NBM2WN7A +14155799153
SLACK TFJ24LW3D
SAN FRANCISCO
CA
+14155799153",SLACK TFJ24LW3D     SAN FRANCISCO       CA,"155 5TH ST
6TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,'320230870763002627',Merchandise & Supplies-Computer Supplies,
03/28/2023,THE UPS STORE       STATE COLLEGE       PA,10.34,"621803367  5642-POS5642B-16816803
THE UPS STORE
STATE COLLEGE
PA
5642-POS5642B-16816803",THE UPS STORE       STATE COLLEGE       PA,19 COLONNADE WAY STE 117,"STATE COLLEGE
PA",16803,UNITED STATES,'320230880795963966',Business Services-Office Supplies,
03/28/2023,TWILIO INC          SAN FRANCISCO       CA,10.01,"NT_NCGEUYXD +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230890802993583',Merchandise & Supplies-Internet Purchase,
03/28/2023,Wegmans             State College       PA,13.53,"W09808201598009346267
Wegmans
State College
PA
8009346267",Wegmans             State College       PA,345 COLONNADE BLVD,"STATE COLLEGE
PA",16803,UNITED STATES,'320230880786791757',Merchandise & Supplies-Groceries,
03/27/2023,GUM.CO/CC* JSREPORT SAN FRANCISCO       CA,29.95,"NT_NBTWO27W +16502043486
GUM.CO/CC* JSREPORT S.
SAN FRANCISCO
CA
+16502043486",GUM.CO/CC* JSREPORT SAN FRANCISCO       CA,"548 MARKET ST
PMB 41309","SAN FRANCISCO
CA",94104,UNITED STATES,'320230860736671911',Merchandise & Supplies-General Retail,
03/27/2023,LASTPASS.COM        BOSTON              MA,38.16,"735455870FL SAAS
LASTPASS.COM
BOSTON
MA
SAAS",LASTPASS.COM        BOSTON              MA,333 SUMMER ST,"BOSTON
MA",02210,UNITED STATES,'320230860751094086',Business Services-Internet Services,
03/27/2023,PAYPAL *ZOOMVIDEOCO 8887999666          CA,16.95,"10118133739 8887999666
PAYPAL *ZOOMVIDEOCO
8887999666
CA
Description : COMPUTER AND DATA P Price : 0.00
8887999666",PAYPAL *ZOOMVIDEOCO 8887999666          CA,"55 ALMADEN BLVD
6TH FLOOR","SAN JOSE
CA",95113,UNITED STATES,'320230870767989938',Business Services-Employment Agencies,
03/27/2023,TARGET              MECHANICSBURG       PA,120.07,"001741898   612-3044357
TARGET
MECHANICSBURG
PA
Description : SEE INVOICE Price : 1.2007
612-3044357",TARGET              MECHANICSBURG       PA,6416 CARLISLE PIKE STE 1900,"MECHANICSBURG
PA",17050,UNITED STATES,'320230860736764451',Merchandise & Supplies-Wholesale Stores,
03/26/2023,INTUIT *TURBOTAX    800-446-8848        CA,47.70,"92110C16798 CL.INTUIT.COM
INTUIT *TURBOTAX
800-446-8848
CA
CL.INTUIT.COM",INTUIT *TURBOTAX    800-446-8848        CA,7535 TORREY SANTA FE RD,"SAN DIEGO
CA",92129-5704,UNITED STATES,'320230850727425459',Merchandise & Supplies-Computer Supplies,
03/24/2023,THE PENNSYLVANIA BAKCAMP HILL           PA,58.25,"33037604    717-763-7755
THE PENNSYLVANIA BAKERY
CAMP HILL
PA
Description : BUSINESS SERVICES Price : 0.00
717-763-7755",THE PENNSYLVANIA BAKCAMP HILL           PA,1713 MARKET ST STE 1,"CAMP HILL
PA",17011-4828,UNITED STATES,'320230840706970624',Restaurant-Restaurant,
03/24/2023,TWILIO INC          SAN FRANCISCO       CA,10.12,"NT_NAQHQXCK +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230840689421668',Merchandise & Supplies-Internet Purchase,
03/23/2023,TWILIO INC          SAN FRANCISCO       CA,10.00,"NT_NAOJYZFN +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230840690182360',Merchandise & Supplies-Internet Purchase,
03/22/2023,MOBILE PAYMENT - THANK YOU,-1281.54,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320230810618069689',,
03/22/2023,PAYPAL *MANTISTECHL 6307300599          IL,264.99,"10117769949 6307300599
PAYPAL *MANTISTECHL
6307300599
IL
Description : GENERAL ELECTRONIC Price : 0.00
6307300599",PAYPAL *MANTISTECHL 6307300599          IL,248 FOSTER DR,"OSWEGO
IL",605,UNITED STATES,'320230820656300086',Merchandise & Supplies-Electronics Stores,
03/20/2023,BT*A MEDIUM CORPORATSAN FRANCISCO       CA,5.00,"Q9H2CYW2    4155085008
BT*A MEDIUM CORPORATION
SAN FRANCISCO
CA
4155085008",BT*A MEDIUM CORPORATSAN FRANCISCO       CA,799 MARKET ST,"SAN FRANCISCO
CA",94103,UNITED STATES,'320230790577642052',Other-Miscellaneous,
03/20/2023,TWILIO INC          SAN FRANCISCO       CA,10.01,"NT_NZGNNED8 +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230810621329006',Merchandise & Supplies-Internet Purchase,
03/18/2023,GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,2.11,"A0OV74KB    DIGITAL GOODS: APPS
GOOGLE *GOOGLE STORAGE
G.CO/HELPPAY#
CA
DIGITAL GOODS: APPS",GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320230780553374960',Business Services-Internet Services,
03/18/2023,HAMPTON INN ST COLLESTATE COLLEGE       PA,31.37,"609546      814-231-1590
LODGING
HAMPTON INN ST COLLEGE HAMPTON INN ST
STATE COLLEGE
PA",HAMPTON INN ST COLLESTATE COLLEGE       PA,"1101 EAST COLLEGE AVE.
-","STATE COLLEGE
PA",16801,UNITED STATES,'320230770538719828',Travel-Lodging,Travel
03/18/2023,ONE GOOD WOMAN 00000CAMP HILL           PA,117.25,"99999993078 7179758101
ONE GOOD WOMAN 000000001
CAMP HILL
PA
7179758101",ONE GOOD WOMAN 00000CAMP HILL           PA,"1801 MARKET ST
STE 206","CAMP HILL
PA",17011-4803,UNITED STATES,'320230780556319707',Merchandise & Supplies-Groceries,Office
03/18/2023,PAYPAL *PADDLE.NET  07745236658         GB,9.00,"10117500047 07745236658
PAYPAL *PADDLE.NET
07745236658
GB
Description : GENERAL Price : 0.00
07745236658",PAYPAL *PADDLE.NET  07745236658         GB,.,"San Jose
CA",95131,UNITED STATES,'320230800611986732',Business Services-Internet Services,LGMG
03/17/2023,TWILIO INC          SAN FRANCISCO       CA,10.06,"NT_NYCCEDKX +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230770532187203',Merchandise & Supplies-Internet Purchase,1MARK Alerting
03/16/2023,AplPay SHEETZ       NEW ALEXANDRIA      PA,42.39,"000031026   000-0000000
AplPay SHEETZ
NEW ALEXANDRIA
PA
Description : FUEL Price : 0.4239
000-0000000",AplPay SHEETZ       NEW ALEXANDRIA      PA,8299 RTE 22,"NEW ALEXANDRIA
PA",15670,UNITED STATES,'320230760524969513',Transportation-Fuel,
03/16/2023,AplPay SHEETZ 0314  NEW ALEXANDRI       PA,7.75,"000033961   000-0000000
AplPay SHEETZ 0314   003145 49800003145
NEW ALEXANDRI
PA
Description : MERCHANDISE Price : 0.0775
000-0000000",AplPay SHEETZ 0314  NEW ALEXANDRI       PA,US RT 22 ST RT 981,"NEW ALEXANDRIA
PA",15670,UNITED STATES,'320230760524974257',Merchandise & Supplies-Groceries,
03/16/2023,AplPay Wegmans      State College       PA,12.86,"W09808102428009346267
AplPay Wegmans
State College
PA
8009346267",AplPay Wegmans      State College       PA,345 COLONNADE BLVD,"STATE COLLEGE
PA",16803,UNITED STATES,'320230760516093990',Merchandise & Supplies-Groceries,
03/16/2023,DUNKIN #355366 3553 GIBSONIA            PA,4.55,"23161655292 412-321-0313
DUNKIN #355366 3553
GIBSONIA
PA
Description : FAST FOOD RESTAURAN Price : 0.00
412-321-0313",DUNKIN #355366 3553 GIBSONIA            PA,5161 WILLIAM FLYNN HWY,"GIBSONIA
PA",15044,UNITED STATES,'320230760519987468',Restaurant-Bar & Café,
03/15/2023,AplPay SHEETZ 2638  CARLISLE            PA,20.97,"000165264   814-2391353
AplPay SHEETZ 2638   026385 49800026385
CARLISLE
PA
Description : FUEL Price : 0.2097
814-2391353",AplPay SHEETZ 2638  CARLISLE            PA,1720 HARRISBURG PIKE,"CARLISLE
PA",17015,UNITED STATES,'320230750501222349',Transportation-Fuel,
03/15/2023,PAYPAL *MANTISTECHL 6307300599          IL,580.87,"10117243902 6307300599
PAYPAL *MANTISTECHL
6307300599
IL
Description : GENERAL ELECTRONIC Price : 0.00
6307300599",PAYPAL *MANTISTECHL 6307300599          IL,248 FOSTER DR,"OSWEGO
IL",605,UNITED STATES,'320230750495590046',Merchandise & Supplies-Electronics Stores,
03/14/2023,TWILIO INC          SAN FRANCISCO       CA,10.17,"NT_NX4TTBED +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230740459625494',Merchandise & Supplies-Internet Purchase,
03/13/2023,BRITBOX             NEW YORK            NY,2.11,"######HtSHW CABLE & PAY TV
BRITBOX
NEW YORK
NY
CABLE & PAY TV",BRITBOX             NEW YORK            NY,"5TH FLOOR
1120 AVE OF THE AMERICAS","NEW YORK
NY",10036,UNITED STATES,'320230730449882414',Other-Miscellaneous,
03/12/2023,AMAZON MARKEPLACE NA PA,42.39,"785WCJVN4QV BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230720417986990',Merchandise & Supplies-Internet Purchase,
03/11/2023,SLACK T020G8G849M   SAN FRANCISCO       CA,18.55,"NT_NVU3TWBN +14155799153
SLACK T020G8G849M
SAN FRANCISCO
CA
+14155799153",SLACK T020G8G849M   SAN FRANCISCO       CA,"155 5TH ST
6TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,'320230700378376495',Merchandise & Supplies-Computer Supplies,
03/10/2023,BOBBY RAHAL LEXUS 01MECHANICSBURG       PA,280.38,"0000916381  717-691-5600
BOBBY RAHAL LEXUS 0188
MECHANICSBURG
PA
Description : AUTO SLS/SVC/RPR Price : 0.00
717-691-5600",BOBBY RAHAL LEXUS 01MECHANICSBURG       PA,6715 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320230700387161913',Transportation-Vehicle Leasing & Purchase,
03/10/2023,TWILIO INC          SAN FRANCISCO       CA,10.00,"NT_NVAIDTVN +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230700372543425',Merchandise & Supplies-Internet Purchase,
03/08/2023,AMAZON MARKEPLACE NA PA,63.59,"1D8QGC9NCR3 BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230670303580304',Merchandise & Supplies-Internet Purchase,
03/08/2023,MOBILE PAYMENT - THANK YOU,-1668.04,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320230670298248250',,
03/07/2023,TWILIO INC          SAN FRANCISCO       CA,10.17,"NT_NUSSNRIJ +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230670299973981',Merchandise & Supplies-Internet Purchase,
03/06/2023,GRASSHOPPER.COM     LOGMEIN.COM         MA,28.02,"99366050AEQ ONLINE SERVI
GRASSHOPPER.COM
LOGMEIN.COM
MA
ONLINE SERVI",GRASSHOPPER.COM     LOGMEIN.COM         MA,320 SUMMER ST,"BOSTON
MA",02210,UNITED STATES,'320230650272902360',Merchandise & Supplies-Internet Purchase,
03/06/2023,TWILIO INC          SAN FRANCISCO       CA,11.77,"NT_NTBV2ATM +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320230660277104237',Merchandise & Supplies-Internet Purchase,
03/05/2023,AMAZON.COM          AMZN.COM/BILL       WA,35.86,"2VWSGAMXZ7U MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230640234690662',Merchandise & Supplies-Internet Purchase,
03/04/2023,AMAZON MARKEPLACE NA PA,31.79,"3Z5ACDJUREK BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230630214304998',Merchandise & Supplies-Internet Purchase,
03/04/2023,AplPay Starbucks EasDallas              TX,6.22,"87690      87690            75235
AplPay Starbucks East DAL 1550054008
Dallas
TX
87690            75235",AplPay Starbucks EasDallas              TX,8008 CEDAR SPGS RD,"DALLAS
TX",75235,UNITED STATES,'320230640248052592',Restaurant-Bar & Café,
